id,site,job_url,title,company,location,date_posted,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,description,company_industry,company_url,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,state
in-a1ad460390dab9b8,indeed,https://www.indeed.com/viewjob?jk=a1ad460390dab9b8,Senior .NET Developer,Lams Technology LLC,"Long Island City, NY, US",2025-11-20,"fulltime, contract",direct_data,yearly,104000.0,135200.0,USD,False,,,,"Position Details Title: Healthcare/Clinical .NET Developer with HL7 Position Type: Contract/ 40 hours per week Location: Long Island City, NY (Onsite) Interview Type: Onsite Due to client restrictions, only GC or USC might be considered for this position. Qualifications & Requirements Prior experience in a clinical or laboratory environment . 7+ years of professional software development experience. Expert proficiency in C# and .NET / .NET Core framework . 3+ years of hands-on experience with HL7 (v2) , with detailed knowledge of segments such as PID, PV1, OBR, ORC , and message types ORM, ORU . Proven experience developing and deploying services using ASP.NET Core (Web API, Microservices) . Strong knowledge of Microservices and Event-Driven Architecture . Proficiency in SQL & SQL Server including stored procedures and query optimization. Experience working with SSIS packages . Experience with reporting tools: SSRS, Power BI , or similar. Experience with Azure cloud services (App Services, Functions, Service Bus/Event Hub). Bachelor's degree in Computer Science or related field. Summary of Position We are seeking a highly skilled Senior .NET Developer to join our core team focused on the ""eOrder"" initiative &mdash;a mission-critical project aimed at modernizing and streamlining the electronic transmission and processing of laboratory and radiology orders between our EHR system and external/internal providers. This work is central to modern healthcare data exchange and system interoperability. You will be responsible for the full lifecycle development&mdash;including design, development, deployment, and maintenance&mdash;of integration services and APIs that handle high-volume clinical data. Deep expertise in HL7 messaging standards is essential for success in this role. Job Duties Design, develop, and maintain integration engines and middleware using C# / .NET Core to process, parse, transform, and validate HL7 messages (v2/v3, CDA) related to ORM (Orders) and ORU (Results). Build secure, high-performance RESTful APIs and microservices using ASP.NET Core for order management and status tracking. Work with relational ( SQL Server ) and NoSQL databases, ensuring optimized queries, data integrity, and effective storage/logging. Implement and maintain CI/CD pipelines and deploy services using Azure DevOps within an Azure cloud environment with focus on performance and security. Troubleshoot message routing, MLLP/HTTPS transport protocols , and mapping issues in the integration layer. Collaborate with clinical analysts, interface engineers, and QA teams to ensure compliance with clinical and regulatory requirements. Job Types: Full-time, Contract, Permanent Pay: $50.00 - $65.00 per hour Expected hours: 40 per week Work Location: In person",nan,https://www.indeed.com/cmp/Lams-Technology-LLC,nan,nan,,,,,,New York
in-94088847e4bbb050,indeed,https://www.indeed.com/viewjob?jk=94088847e4bbb050,Systems Developer (New York) Apply for this job,BA Global Talent,"Albany, NY, US",2025-11-20,contract,nan,hourly,,,USD,True,,,,"BA Global Talent is looking for a qualified professional to join a dynamic team as an on-site Systems Developer in Albany, NY . This opportunity is tied to the New York State HBITS contract to work for the Office of Mental Health . You will play a crucial role in interpreting and analyzing business requirements to build application logic. You will be responsible for developing and maintaining n-tier web deployments and secure .Net web-services. Responsibilities: Develop and maintain applications using Microsoft Visual Studio, C#, and ASP.NET for n-tier web deployment. Interpret and analyze business requirements and build the logic within an application's code to meet those requirements. Design and maintain Oracle databases, including PL SQL coding, stored procedures, packages, indexes, and triggers. Develop secure .Net web-services using Windows Communication Foundation (WCF), REST Services (Web API), message processing, and Enterprise Service Bus. Develop reports with Crystal Reports and invoke them from .NET applications. Maintain applications containing Health Care data under HIPAA Protected Health Information (PHI). Adhere to company policies and procedures. Requirements: 7+ years of experience using Microsoft Visual Studio to develop/maintain applications in C#, ASP.NET for n-tier web deployment. 7+ years of experience developing and maintaining web applications that utilize HTML, XML, JSON, AJAX, JavaScript, jQuery, Bootstrap, and Cascading Style Sheets. 7+ years of experience with Oracle: Database design, PL SQL coding, stored procedures, packages, indexes, triggers, creating tables, etc. 7+ years of experience interpreting and analyzing business requirements and building the logic within an application's code to meet those requirements. 6+ years of experience developing applications with MVC 5 or later versions. 6+ years experience with Service Oriented Architecture (SOA) application integration, including development of secure .NET web-services using Windows Communication Foundation (WCF), REST Services (Web API), message processing, and Enterprise Service Bus. 4+ years of experience developing reports with Crystal Reports version 10 or above and invoking them from .NET applications. 3+ years of experience with Team Foundation Server (TFS) and GitLab, including CI/CD for source code management. 2+ years of experience coding and maintaining applications that contain Health Care data that fall under HIPAA Protected Health Information (PHI). Must provide three (3) professional references from previous roles upon request. Time Zone: EST Schedule: Full-time Location: On-site Albany, NY Engagement Length: 30 months, with the possibility of extension or renewal. Only resumes submitted in English will be considered. All qualified applicants will receive consideration for job opportunities without regard to race, color, religion, sex, sexual orientation, gender identity, or national origin. BA Global Talent connects professionals across the Americas with meaningful opportunities at U.S. companies. We specialize in remote recruitment, HR operations, and workforce solutions, with a strong focus on transparency, support, and long-term success. At BA , you're never just a placement; you're part of a team that values growth, autonomy, and impact. Job Type: Contract Pay: Up to $57.44 per hour Expected hours: 40 per week Language: English (Required) Location: Albany, NY 12208 (Required) Work Location: In person",nan,https://www.indeed.com/cmp/BA-Global-Talent-2,nan,nan,,,,,,New York
in-a6c89a7693bc73bf,indeed,https://www.indeed.com/viewjob?jk=a6c89a7693bc73bf,.NET Full Stack Developer (ArcGIS),Spruce,"New York, NY, US",2025-11-20,contract,direct_data,yearly,156000.0,166400.0,USD,False,,,,"Title: .NET Full Stack Developer (ArcGIS) Location: 120 Broadway, New York, NY 10271- Onsite job Duration: 18+ months (7 hrs/day job) Required Skills: Minimum of 4 years of experience writing application software, performing data analysis and data access, working with data structures, data manipulation, databases, programming, testing, implementation, and developing technical/user documentation and software conversions across environments including mainframe, mid-range, personal computers, and laptops. Ability to assist and/or lead in designing program specifications and implementing software solutions. Bachelor's degree in Computer Science, Software Engineering, Information Systems, Geographic Information Systems (GIS), or a related field; Master's degree is a plus. 4+ years of experience as a full stack .NET Developer with hands-on expertise in C#, VB.NET, ASP.NET, .NET Core, .NET 9.0, Entity Framework, MVC, SQL Server, and Azure. Strong understanding of front-end technologies including HTML, CSS, JavaScript, and frameworks such as React or Angular. Minimum of 2 years of experience in ArcGIS Pro and/or ArcMap-based GIS solution design and development. Experience with RESTful API development and integration. Hands-on experience with ArcGIS Maps SDK for .NET, Python, ArcPy, Arcade, and Model Builder to create or extend editing tools in ArcGIS Pro. Proficiency with ESRI products including ArcGIS Pro, ArcGIS Enterprise (Server, Portal, SDE DataStore), ArcGIS Desktop, ArcGIS Online, and ArcMap. Experience working with geospatial data types in Microsoft SQL Server, Oracle/Oracle Spatial, and PostgreSQL/PostGIS. Experience with MS-SQL Server, PostgreSQL, Oracle, and other geospatial databases. Strong teamwork and collaboration skills. Proven ability to lead cross-functional teams and deliver projects on time and within scope. Strong knowledge of software architecture principles, design patterns, and best practices. Familiarity with DevOps practices and tools supporting continuous integration and delivery. Experience using application lifecycle management (ALM) tools such as Azure DevOps and GitHub extensions. Proficiency with version control using Git and GitHub and experience with release management practices. Excellent problem-solving abilities. Strong written and verbal communication skills. Microsoft Azure certifications are a plus. Experience working effectively with both technical and non-technical stakeholders. Project Scope: Design and implement full stack solutions using Microsoft .NET technologies, including C#, VB.NET, ASP.NET, .NET Core, .NET 9.0, Entity Framework, JavaScript libraries, and ArcGIS Maps SDK for .NET. Identify, analyze, and develop interfaces and integration flows using Visual Studio Application platform. Develop and optimize database structures and queries using Microsoft SQL Server to ensure efficient data storage and retrieval. Utilize Azure services to build scalable and reliable cloud-based applications, leveraging services such as Azure App Service, Azure SQL Database, and Azure Functions. Integrate GIS applications and data with enterprise systems, improving operational workflows and data accessibility. Design, develop, and enhance ESRI ArcGIS Pro-based applications and custom extensions for spatial data editing of linear, point, and polygon features. Implement custom tools, scripts, and workflows in ArcGIS Pro to optimize GIS data editing. Manage, process, and analyze spatial data from diverse sources. Ensure the integrity and accuracy of GIS datasets, including performing data conversions, quality assurance, and updates. Develop integration solutions for GIS systems with enterprise platforms or third-party tools. Automate repetitive GIS workflows using Python (ArcPy), Arcade, ModelBuilder, or similar tools. Collaborate with interface designers to integrate user-facing elements with server-side logic, ensuring seamless user experiences. Participate in code reviews to maintain code quality, identify potential issues, and suggest improvements. Troubleshoot and debug complex application issues, providing timely resolutions to maintain system stability. Communicate effectively with team members, stakeholders, and project managers to gather requirements, provide updates, and manage expectations. Create and maintain technical documentation, including system designs, workflows, and user guides. Ensure solutions comply with industry best practices, standards, and security protocols. Prepare documentation and conduct knowledge transition to support adoption across the organization and other city agencies. Stay current with industry trends and emerging technologies to propose innovative solutions and improve development processes Job Type: Contract Pay: $75.00 - $80.00 per hour Work Location: In person",nan,https://www.indeed.com/cmp/Spruce-352738f1,nan,nan,,,,,,New York
in-b8b1efdb241a8c1f,indeed,https://www.indeed.com/viewjob?jk=b8b1efdb241a8c1f,Software Engineer,"Educational Networks, Inc.","New York, NY, US",2025-11-20,fulltime,nan,yearly,,,USD,True,,,,"Educational Networks is on the lookout for talented and motivated software engineers to join our dynamic team. As a leading provider of content management systems (CMS) for educational institutions, our software powers over 2,500 school and district websites across the United States. Our mission is to create detailed and customizable solutions that cater to the unique needs of individual schools, significantly benefiting teachers, parents, and students alike. At EduNet, we pride ourselves on our innovative approach and dedication to high-quality software development. Our engineers work on both backend and frontend projects, tackling highly technical and sensitive infrastructure tasks. We are committed to building efficient, reliable, scalable, and maintainable software that enhances user experiences through meticulous design and implementation. Join us in facing technical challenges that require deep understanding and creativity, all while avoiding mainstream frameworks to achieve unique solutions. About the Role: Develop software that is efficient, reliable, scalable, and maintainable. Work on both the backend and frontend aspects of our products. Work on highly technical and sensitive infrastructure projects. Build features and innovative user experiences through meticulous design and implementation. Engage in technical challenges that require the utilization of low-level components and resources, avoid mainstream frameworks. Collaborate with a team of top-tier engineers dedicated to implementing high quality code. Technologies we use: Java Perl (occasionally) MySQL Apache HTTP Server / Apache Tomcat HTML/CSS/JavaScript Linux Google Cloud Minimum Requirements: BS Degree in Computer Science or a related field. Strong understanding of Object-Oriented Programming in Java. Experience with distributed systems, networking, and microservices. Proficiency in multi-threaded programming. Knowledge of relational databases, particularly MySQL. Strong understanding of computer architecture and operating systems. Expertise in software reliability, monitoring, fault tolerance, and self-repair. Job Type: Full-time Pay: From $85,000.00 per year Benefits: 401(k) 401(k) 4% Match Dental insurance Disability insurance Health insurance Health savings account Paid holidays Paid parental leave Paid sick time Paid time off Vision insurance Application Question(s): Are you currently authorized to work in the United States without the need for employer sponsorship now or in the future? This position requires on-site work at our office in New York, NY. We do not allow remote or hybrid work, and do not consider applicants outside of this area. Do you currently live at a close enough location to commute to our office daily? Work Location: In person",nan,"https://www.indeed.com/cmp/Educational-Networks,-Inc.",11 to 50,$5M to $25M (USD),"EduNet is a software company providing a CMS for K-12 schools, along with custom design, hosting, and full support to help schools succeed online.",,,,,New York
in-048130c832220347,indeed,https://www.indeed.com/viewjob?jk=048130c832220347,DevOps Sr. Architect with Work Management workflow.,VTEK LLC,"Pearl River, NY, US",2025-11-20,contract,direct_data,yearly,135200.0,156000.0,USD,True,,,,"Must Have ? Advance knowledge in SQL and Stored Procedure ? Proficient in data mapping and building functional workflow migration ? The candidate must have an extensive experience in utility Work Management workflow. JOB DESCRIPTION Leader with extensive DevOps experience. Able to speak with management and provide direction and strategy. This is a remote position, with occasional in-person attendance required for select workshops or meetings. We are seeking a highly experienced and detail-oriented DevOps Senior Architect to lead the design and optimization of enterprise systems supporting operational, financial, and productivity reporting. This role is critical in aligning technology solutions with business processes across material management, work management, and accounting functions. 1) Architect and implement systems for Material Requisitioning and Material Variance Reporting , ensuring accurate tracking and reconciliation of inventory usage. 2) Design and support Productivity Reporting frameworks within Work Management Systems , enabling real-time performance insights 3) Develop and maintain Fiscal Calendar Management tools to support financial planning and reporting cycles. 4) Lead initiatives for Unit of Property Identification , ensuring compliance with asset tracking and capitalization standards. 5) Build models for Activity-Based Accounting , including the derivation of cost drivers and allocation methodologies. 6) Create systems for Calculating and Reporting Units of Work , integrating operational metrics with financial outcomes. 7) Enable Crew-Based Labor Reporting , capturing labor distribution and productivity at the team level. Job Type: Contract Pay: $65.00 - $75.00 per hour Work Location: In person",nan,https://www.indeed.com/cmp/Vtek-LLC,nan,nan,,,,,,New York
in-82fb1cf7abe6cacc,indeed,https://www.indeed.com/viewjob?jk=82fb1cf7abe6cacc,Senior Fullstack Engineer (Backend) — New Products,Rippling,"New York, NY, US",2025-11-20,fulltime,direct_data,yearly,159000.0,278250.0,USD,False,,,,"About Rippling Rippling gives businesses one place to run HR, IT, and Finance. It brings together all of the workforce systems that are normally scattered across a company, like payroll, expenses, benefits, and computers. For the first time ever, you can manage and automate every part of the employee lifecycle in a single system. Take onboarding, for example. With Rippling, you can hire a new employee anywhere in the world and set up their payroll, corporate card, computer, benefits, and even third-party apps like Slack and Microsoft 365&mdash;all within 90 seconds. Based in San Francisco, CA, Rippling has raised $1.4B+ from the world's top investors&mdash;including Kleiner Perkins, Founders Fund, Sequoia, Greenoaks, and Bedrock&mdash;and was named one of America's best startup employers by Forbes. We prioritize candidate safety. Please be aware that all official communication will only be sent from @Rippling.com addresses. About the role Join us in founding a new team building AI-first products and experiences that will become core to how our customers manage and grow their businesses. As a Senior Fullstack Software Engineer, you'll be one of the early members helping define the architecture, systems, and product experience. You'll work closely with product, design, and other engineering teams to bring the products from idea to scale. This is a rare chance to own and influence a zero-to-one product, shaping the direction of both the technology and the user experience. We're looking for engineers who are comfortable with ambiguity, enjoy fast-paced development, and care deeply about building fantastic products that sit on top of reliable and reusable systems. This role will be part of Rippling's core AI initiatives so an interest in the intersection of AI and UX is a plus. This is an opportunity to build a product from the ground up: you'll collaborate closely with design and product to take ideas from whiteboard to production, move fast in tight feedback loops, and make smart technical decisions that stand the test of scale. We're looking for someone who thrives in ambiguity, cares about the craft of software, and is excited to build systems that are both delightful to use and reliable under the hood. You'll have significant ownership, a voice in what we build and how we build it, and a chance to influence the foundation of something ambitious. What you will do Design and implement fullstack features with minimal oversight Translate product requirements into technical solutions across the stack Help define and build the foundational architecture of the new product Collaborate with other teams across engineering and go-to-market to understand requirements and integrate with Rippling's platform Write high-quality, well-tested code and contribute to technical documentation Participate in code reviews and help establish engineering best practices for the team What you will need A minimum 5 years of experience as a software engineer Experience building and shipping production software in a fullstack environment Familiarity with technologies like Python, Django, React, Postgres, MongoDB, and AWS (or similar stacks) Ability to independently break down complex problems and drive them to completion Strong product instincts and a track record of working effectively with cross-functional teams Comfort working in an early-stage environment where priorities may shift quickly The pay range for this role is: 159,000 - 278,250 USD per year(US Tier 1)",nan,https://www.indeed.com/cmp/Rippling,51 to 200,nan,,,,,,New York
in-ca76d99f7f968013,indeed,https://www.indeed.com/viewjob?jk=ca76d99f7f968013,Website Developer,Rockland BOCES,"West Nyack, NY, US",2025-11-20,fulltime,nan,yearly,,,USD,False,,,,"Rockland BOCES - Website Developer The award-winning Rockland BOCES Communications Service is seeking a Website Developer to provide customized website development, website redesign, content management and technical support to public school districts in the Rockland BOCES region. Description: In this key role, the Website Developer provides sound guidance, strategy, technical expertise and support to effectively shape clients' external digital messaging. They are responsible for the creation and management of website pages, ensuring they are visually compelling, technically efficient and compliant with the latest accessibility standards. The Website Developer must be self-directed and possess strong organizational skills, along with expertise in project management, software development and network configurations. The role also involves routinely collaborating with fellow members of the Communications Service, contributing to a shared service model that offers a comprehensive depth of expertise to clients. To ensure the best digital solutions for clients, the Website Developer must stay current with global trends in digital communications and be prepared to recommend new technologies and techniques. Success in this position requires an individual to be a strong team player who demonstrates interpersonal, creative and visionary skills. Through their technical and strategic contributions, the Website Developer ensures that clients can effectively inform and engage their communities using cutting-edge digital platforms. The Website Developer manages all aspects of our clients' website presence, from initial design to ongoing maintenance and compliance. This is a Civil Service position. Responsibilities: Designs, creates, implements, manipulates and integrates websites and pages that are visually compelling, technically efficient and compliant with usability and accessibility guidelines. Meets with clients to determine their website needs and analyzes requests. Coordinates web project timelines and reviews project schedules with the team leader and school district personnel to ensure timeframes are appropriate and can be met. Manages a content management workflow ticketing system to track website content creation and publication tasks, converting them into tickets that move through an approval and publishing process. Maintain website staff directories and user access. Maintain the highest digital presence standards, ensuring all content is consistent with branding and style guides. Maintain overall compliance, accessibility and user-friendliness of BOCES and District websites. Evaluate emerging digital communications solutions and make recommendations on adding these tools to the school district's communication strategy. Monitor and analyze website performance (e.g., traffic, conversions, etc.) Performs related work as required. Education: A Bachelor's degree or higher in Computer Science, Information Technology, Web Development, Graphic Technology, Graphic Design, Computer Graphics, Management Information Systems or comparable degree and two years of paid work experience in the design or development of websites as the major function of the work (major function is defined as 50% or more of the day-to-day work experience) Requirements: Possession of an appropriate level, valid Driver's License at the time of appointment and must be maintained throughout the appointment; Excellent project management skills and the ability to effectively balance competing priorities and deadlines; Ability to work both independently with minimal supervision and effectively in a team setting. Initiative and common sense are essential, bringing energy and flexibility to the team environment; Ability to read, interpret, analyze and summarize complex concepts/written documents; Strong analytical and diagnostic skills and the ability to acquire knowledge of BOCES and school district operations and complex educational issues; Ability to establish and maintain effective and comfortable working relationships with others; Proficiency in web design principles, including HTML, CSS and graphic design software; Working knowledge of web programming languages for site design and HTML and Web utilities (e.g., web browsers, FTP, audio), as well as skill in web authoring and knowledge of systems analysis as it applies to web programming; Demonstrated experience with website content management systems (CMS); Knowledge of web accessibility standards (e.g., WCAG) and related compliance requirements; and Experience with mobile app management and mass notification systems is a plus. This is a full-time position. About Us: Our team of messaging experts is focused on strengthening the connections between public schools and local families, students, staff, partners and community members. We believe that, through effective communication, school district leaders can build a high level of trust within their communities. Contact: Scott Salotto Rockland BOCES Executive Director of Communications and Governmental Relations Email: ssalotto@rboces.org (No Phone Calls) rocklandboces.org Job Type: Full-time Pay: From $78,557.00 per year Benefits: Dental insurance Employee assistance program Flexible spending account Health insurance Paid time off Vision insurance Work Location: In person",nan,https://www.indeed.com/cmp/Rockland-Boces-1,nan,nan,,,,,,New York
in-7ca5775c1f32fc84,indeed,https://www.indeed.com/viewjob?jk=7ca5775c1f32fc84,React JS Developer,OZ Solutions Group,"New York, NY, US",2025-11-20,contract,direct_data,yearly,72800.0,93600.0,USD,False,,,,"Scope of Work: The work will include but not limited to: Candidate will develop new features/ functionalities while supporting and maintaining current Microservice architecture. This is mobile friendly/ web-based application developed using React JS, ASP .Net, and Mongo DB deployed on Windows IIS server. Candidate(s) must possess development skills and experience in these technologies. Successful candidate will ensure the new code maintains the original functional equivalence or better and performance efficiency of the original code. Successful Candidate must have experience developing offline application availability feature using Progressive Web App. Vendor QualificationsExperience and Expertise: Selected Candidate should have proven track record of successfully developing mobile/web-based applications using React JS, .Net core, and Mongo DB in similar projects. Selected Candidate should possess deep understanding of IIS server administration, DevOps CI/CD, micro-services architecture and API development with best practices. Selected Candidate must have design and development experience for implementing offline application usage using Progressive Web App. Selected candidate must have experience with performance tuning and optimization. Technical Skills: Candidate must have proficiency in React JS, ASP .Net core programming, Progressive Web App development using Micro-service architecture. Candidate must have expertise in Mongo DB database development, SQL and understanding of relational/ non-relational database concepts. Candidate should be Knowledgeable in data modeling, database design, and schema creations. Candidate must have prior experience using Veracode (or similar) tool for Cyber vulnerability management and remediation. Candidate should be able to use various development tools and utilities effectively. Candidate should have experience with agile methodologies and tools for project management and collaboration. Candidate should possess strong problem-solving skills and ability to troubleshoot and resolve technical issues promptly. References and Past Performance: Candidate should provide references from previous clients for whom similar projects have been successfully completed. Job Type: Contract Pay: $35.00 - $45.00 per hour Expected hours: 35 per week Work Location: In person",nan,https://www.indeed.com/cmp/Oz-Solutions-Group,nan,nan,,,,,,New York
in-78821371463ad25a,indeed,https://www.indeed.com/viewjob?jk=78821371463ad25a,Java Integration Developer,Pat N Sally Inc,"Gloversville, NY, US",2025-11-20,"fulltime, contract",direct_data,yearly,166400.0,187200.0,USD,False,,,,"Experience with a Government Taxation organization, which includes business knowledge, technical design, development, maintenance, and end user support of complex Tax Returns processing. Experience in building choreography or orchestration processes using technologies like WebSphere Integration Developer (WID) that are built with WebSphere Process Server (WPS), IBM BAW/ IBM CP4I (IBM Cloud Pak Integration). Experience with Java/XML based Rules Engine and Rules building tool like ODM, ADS and working with XML and Xqueries, JSON, JSON Schemas and JSON Path (Xpath for JSON) Experience with XML, J2EE technologies Servlets, JavaScript, EJB, JDBC, JNDI, MQ series, JMS, CTG, JSP XML, BPEL, SOA, XSD, XPATH, JDOM and SCA, IBM DB2. Experience with Java programming in an IBM Environment development using IDE of IBM's Rational Application Developer (RAD) that are built with WebSphere Application Server (WAS). Experience in java messaging services using IBM MQSeries or IBM CP4I MQ. Experience of working with frameworks like IBM EAD4J, JADE, Spring Framework System analysis and design experience for multi-tiered transactional system, and experience of writing technical design specification documents for multi- faceted component-based systems Experience in performance tuning returns processing system implementation and with Java/XML based Rules Engine and Rules building tool and working with XML and XQueries. Job Types: Full-time, Contract Pay: $80.00 - $90.00 per hour Experience: Government Taxation organization: 2 years (Required) WebSphere Integration Developer: 2 years (Required) WebSphere Process Server: 2 years (Required) IBM Cloud Pak Integration: 2 years (Preferred) Java/XML, ODM, ADS: 2 years (Required) Servlets, JavaScript, EJB, JDBC, JNDI, MQ series: 2 years (Required) RAD, WebSphere Application Server: 1 year (Required) IBM MQSeries: 1 year (Required) IBM EAD4J, JADE, Spring Framework: 1 year (Required) XML and XQueries: 1 year (Required) Work Location: In person",nan,https://www.indeed.com/cmp/Pat-N-Sally-Inc,nan,nan,,,,,,New York
in-e2c68cdeaa80f0fc,indeed,https://www.indeed.com/viewjob?jk=e2c68cdeaa80f0fc,Senior Salesforce Developer,Sensepart Technologies Pvt. Ltd.,"New York, NY, US",2025-11-20,contract,direct_data,yearly,104000.0,114400.0,USD,False,,,,"Job Overview We are seeking an experienced Senior Salesforce Developer to lead the design, development, and implementation of innovative Salesforce solutions. This role requires a deep understanding of system architecture, solution architecture, and cloud-based platforms. The ideal candidate will possess strong expertise in Salesforce, system integration, and modern IT infrastructure, contributing to the development of scalable, secure, and efficient enterprise applications. The Senior Salesforce Developer will collaborate with cross-functional teams to deliver high-quality solutions aligned with organizational goals and industry best practices. Responsibilities Design and develop robust Salesforce applications utilizing Apex, Visualforce, Lightning Components, and RESTful APIs. Lead solution architecture efforts for Salesforce integrations within complex IT environments, including Service-oriented architecture (SOA) and microservices. Develop and maintain ETL processes for data migration and synchronization across systems such as MySQL, PostgreSQL, Oracle, and NoSQL databases. Implement system design strategies that incorporate cloud security protocols, load balancing, system hardening, and vulnerability management. Collaborate with systems engineering teams to optimize IT infrastructure including AWS, Azure, VMware, Kubernetes, and virtualization platforms. Ensure adherence to SDLC methodologies with continuous integration/continuous deployment (CI/CD) pipelines using tools like Jenkins and Git. Develop APIs and web services using SOAP, RESTful API standards, React Express, and other frameworks to facilitate seamless system communication. Conduct system administration tasks including firewall configuration, VPN setup, DNS management, DHCP configuration, GPO policies, and network security measures. Perform debugging, troubleshooting, and performance tuning of Salesforce applications and related systems to ensure high availability and reliability. Stay current with emerging technologies such as quantum engineering concepts related to IT security and threat intelligence to enhance system resilience. Requirements Proven experience as a Salesforce Developer with a strong understanding of Service-oriented architecture (SOA), solution architecture, and system design principles. Extensive knowledge of Salesforce platform features including Lightning Components, Apex programming language, Visualforce pages, and Salesforce APIs. Proficiency in programming languages such as JavaScript, C#, Python, Java, Ruby on Rails, C++, Bash scripting, Shell Scripting, VBA. Hands-on experience with cloud platforms like AWS (including EC2, S3), Azure; virtualization technologies such as VMware ESXi; container orchestration tools like Kubernetes; DevOps practices; CI/CD pipelines; Git version control; and system management tools like WDS. Strong background in database management including SQL (T-SQL), PL/SQL (Oracle), MySQL, PostgreSQL; familiarity with NoSQL databases is a plus. Knowledge of IT infrastructure components such as operating systems (Windows/Linux/UNIX), network protocols (DNS/DHCP), firewalls (Meraki), VPNs; experience with system hardening and vulnerability assessment is preferred. Experience working within Agile development environments utilizing SDLC methodologies for software delivery. Excellent problem-solving skills with a focus on debugging complex issues across multiple systems. Relevant certifications in Salesforce development or architecture are advantageous. This position offers an opportunity to work at the forefront of enterprise technology solutions within a dynamic team environment dedicated to innovation and excellence in IT systems engineering. Pay: $50.00 - $55.00 per hour Work Location: In person",nan,https://www.indeed.com/cmp/Sensepart-Technologies-Pvt.-Ltd.,nan,nan,,,,,,New York
in-f5c47784eb691f84,indeed,https://www.indeed.com/viewjob?jk=f5c47784eb691f84,Machine Learning Engineer,Saporis Engineering LLC,"New York, NY, US",2025-11-20,fulltime,direct_data,yearly,100000.0,120000.0,USD,True,,,,"Overview We are seeking a dynamic and innovative Machine Learning Engineer to join Lower Manhattan based client's AI team. In this role, you will harness the power of advanced AI and machine learning techniques to develop, optimize, and deploy cutting-edge models that drive impactful business insights and solutions. Your expertise will help shape the future of data-driven decision-making, leveraging big data technologies and sophisticated frameworks to solve complex problems across diverse domains. This is an exciting opportunity to work at the forefront of technology, collaborating with talented professionals to push the boundaries of what's possible with machine learning and artificial intelligence. Responsibilities Develop end to end applications with machine learning capabilities like batch processing, real-time inference. Lead end-to-end model training processes, including data preprocessing, feature engineering, model validation, and tuning to ensure optimal performance. Deploy machine learning models into production environments utilizing cloud platforms like Azure ensuring scalability and reliability. Conduct extensive data mining and analysis on large-scale datasets stored across Hadoop clusters, SQL databases, and linked data sources to extract actionable insights. Develop ETL pipelines with tools such as Talend or Bash scripting to automate data workflows from raw ingestion to processed datasets ready for modeling. Collaborate with cross-functional teams to integrate natural language processing (NLP) solutions for text analysis and semantic understanding tasks. Design robust database schemas and optimize database performance for efficient storage and retrieval of large datasets. Utilize analytics platforms like Looker for visualization and reporting of model results to stakeholders. Stay current with emerging trends in AI, quantum engineering, and big data technologies to continuously enhance modeling approaches. Document processes thoroughly and maintain version control for reproducibility and transparency in model development. Qualifications Proven experience in developing machine learning models using Python, R, or Java; familiarity with machine learning frameworks such as TensorFlow or PyTorch is essential. Strong understanding of big data ecosystems including Hadoop, Spark, and related distributed computing tools. Hands-on experience with cloud services like Azure for model deployment, data storage, and scalable computing resources. Proficiency in SQL for data querying alongside expertise in ETL processes using Talend or Bash (Unix shell). Knowledge of natural language processing techniques for AI-driven text analysis applications. Background in database design principles for managing large-scale datasets effectively. Experience with unsupervised learning methods such as clustering or dimensionality reduction techniques. Familiarity with SAS or similar analytics tools is a plus; knowledge of VBA or Looker can enhance reporting capabilities. Ability to work collaboratively across teams while managing multiple projects in a fast-paced environment. Excellent problem-solving skills combined with a passion for innovation in AI and machine learning domains. Join us if you're eager to leverage your expertise in AI, big data analytics, and machine learning frameworks to create transformative solutions that impact real-world applications! Job Type: Full-time Pay: $100,000.00 - $120,000.00 per year Benefits: 401(k) matching Dental insurance Flexible spending account Health insurance Health savings account Vision insurance Work Location: Hybrid remote in New York, NY 10271",nan,https://www.indeed.com/cmp/Saporis-Engineering-LLC,nan,nan,,,,,,New York
